b,a,la,lb
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"Steven MacLean"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan-ikone>,"jonathan ikone"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan-ikone>,"jonathan ikone"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan>,"Jonathan"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan>,"Jonathan"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"yannick cahuzac"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"yannick cahuzac"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Yannick Cahuzac"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Yannick Cahuzac"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Cahuzac","Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Cahuzac","malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier>,"Montpellier"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier>,"Montpellier"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#stephane-sessegnon>,"Stephane Sessegnon"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#stephane-sessegnon>,"Stephane Sessegnon"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier-fc>,"Montpellier"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier-fc>,"Montpellier"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Enzo Crivelli"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Enzo Crivelli"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"enzo crivelli"@en,"Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"enzo crivelli"@en,"malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Crivelli","Malcom"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Crivelli","malcom"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Chelsea"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Chelsea"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Chelsea FC"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Chelsea FC"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain>,"Paris Saint-Germain"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain>,"Paris Saint-Germain"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain-fc>,"Paris Saint-Germain"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain-fc>,"Paris Saint-Germain"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland>,"Sunderland"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland>,"Sunderland"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea-fc>,"Chelsea"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea-fc>,"Chelsea"@en,"Everton"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#as-roma>,"AS Roma"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#atletico-madrid>,"Atletico Madrid"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#napoli>,"Napoli fc"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#filipe-luis>,"filipe luis"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#juventus>,"Juventus FC"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#juventus>,"Juventus"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#dani-alves>,"Dani Alves"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#dani-alves>,"dani alves"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#dani-alves>,"Alves","FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#river-plate>,"River Plate"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Amsterdamsche Football Club Ajax"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#manchester-united-fc>,"Manchester United"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#la-liga>,"La Liga"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"giorgio chiellini"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"Giorgio Chiellini"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"Chiellini","FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#barcelona>,"Barcelona"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#liverpool>,"Liverpool FC"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#liverpool>,"Liverpool"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#luis-suarez>,"Luis Suarez"@en,"FC Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#luis-suarez>,"luis suarez"@en,"FC Barcelona"@en
<http://bk.sport.owl#aston-villa-fc>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"Aston Villa"@en
<http://bk.sport.owl#mansfield-town-fc>,<http://bk.sport.owl#blackburn-rovers-fc>,"Blackburn Rovers"@en,"Mansfield Town"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"Cole"
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"Cole"
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#as-roma>,"AS Roma"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#as-roma>,"AS Roma"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#atletico-madrid>,"Atletico Madrid"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#atletico-madrid>,"Atletico Madrid"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#napoli>,"Napoli fc"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#napoli>,"Napoli fc"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"filipe luis"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"filipe luis"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"Juventus FC"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"Juventus FC"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"Juventus"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"Juventus"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Dani Alves"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Dani Alves"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"dani alves"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"dani alves"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Alves","filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Alves","Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#river-plate>,"River Plate"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#river-plate>,"River Plate"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Amsterdamsche Football Club Ajax"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Amsterdamsche Football Club Ajax"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#la-liga>,"La Liga"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#la-liga>,"La Liga"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad-fc>,"Real Sociedad"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad-fc>,"Real Sociedad"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"giorgio chiellini"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"giorgio chiellini"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Giorgio Chiellini"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Giorgio Chiellini"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Chiellini","filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Chiellini","Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#barcelona>,"Barcelona"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#barcelona>,"Barcelona"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"Liverpool FC"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"Liverpool FC"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"Liverpool"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"Liverpool"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#malaga>,"Malaga"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#malaga>,"Malaga"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"Luis Suarez"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"Luis Suarez"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"luis suarez"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"luis suarez"@en,"Filipe Luis"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#marco-reus>,"Reus","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#yuya-osako>,"yuya osako"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#yuya-osako>,"Osako","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#bayer-leverkusen>,"Bayer Leverkusen"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#stefan-bell>,"Bell","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#sokratis>,"Sokratis","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#thomas>,"Thomas"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#thomas>,"thomas"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#thomas>,"Thomas","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#timo-werner>,"Timo Werner"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#timo-werner>,"timo werner"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#timo-werner>,"Werner","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#levin-oztunali>,"oztunali","RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#emil-forsberg>,"Emil Forsberg"@en,"RB Leipzig"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#emil-forsberg>,"emil forsberg"@en,"RB Leipzig"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"liam craig"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"liam craig"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"Liam Craig"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"Liam Craig"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"steven maclean"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"steven maclean"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"Steven MacLean"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"Steven MacLean"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"Ashley Cole"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"Ashley Cole"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"Cole","steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"Cole","Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#larnell-cole>,"Larnell Cole"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#larnell-cole>,"Larnell Cole"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"Steven Lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"Steven Lawless"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#westham>,"West Ham"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#manchester-city>,"Manchester City"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#hull-city>,"Hull City"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Manchester City"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Reus","Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Reus","yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Reus","Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Osako"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"yuya osako"@en
